class,image_path,name,xmax,xmin,ymax,ymin
3.0,2cd48eae5827eff028a32b76232de057.jpg,GARBAGE,486.0,396.0,310.0,252.0
3.0,2cd48eae5827eff028a32b76232de057.jpg,GARBAGE,428.0,357.0,317.0,262.0
5.0,158288f79471a58a996533d845dcd04e.jpg,BROKEN_SIGNAGE,101.0,-9.0,225.0,65.0
3.0,158288f79471a58a996533d845dcd04e.jpg,GARBAGE,605.0,464.0,215.0,126.0
3.0,158288f79471a58a996533d845dcd04e.jpg,GARBAGE,488.0,407.0,202.0,137.0
,f3c187d799742aba7021b255aacda1a2.jpg,,,,,
3.0,36b7284b420a3965afbc03d7d7f5e532.jpg,GARBAGE,448.0,385.0,263.0,218.0
3.0,36b7284b420a3965afbc03d7d7f5e532.jpg,GARBAGE,291.0,223.0,225.0,183.0
2.0,2e084f85d12f22b4141b3a5c07eee31f.jpg,POTHOLES,360.0,128.0,365.0,261.0
3.0,2e084f85d12f22b4141b3a5c07eee31f.jpg,GARBAGE,457.0,358.0,264.0,194.0
7.0,04308179e509e34ab757f8458af858ab.jpg,BAD_BILLBOARD,222.0,159.0,190.0,140.0
3.0,cdc086f2887af03d2792edda07faec51.jpg,GARBAGE,402.0,299.0,238.0,170.0
9.0,292556f35373cfe83551c1a5102bd4a5.jpg,CLUTTER_SIDEWALK,939.0,550.0,285.0,186.0
9.0,292556f35373cfe83551c1a5102bd4a5.jpg,CLUTTER_SIDEWALK,663.0,230.0,284.0,180.0
8.0,3c4712c2a73de54efa3124babc48acf6.jpg,SAND_ON_ROAD,378.0,293.0,204.0,138.0
8.0,3c4712c2a73de54efa3124babc48acf6.jpg,SAND_ON_ROAD,442.0,359.0,192.0,140.0
2.0,3c4712c2a73de54efa3124babc48acf6.jpg,POTHOLES,78.0,-26.0,388.0,269.0
2.0,3c4712c2a73de54efa3124babc48acf6.jpg,POTHOLES,616.0,503.0,264.0,190.0
2.0,3c4712c2a73de54efa3124babc48acf6.jpg,POTHOLES,893.0,650.0,463.0,207.0
2.0,3c4712c2a73de54efa3124babc48acf6.jpg,POTHOLES,708.0,484.0,396.0,228.0
3.0,03829890713f03586ac554a6912626f0.jpg,GARBAGE,200.0,63.0,240.0,147.0
3.0,03829890713f03586ac554a6912626f0.jpg,GARBAGE,627.0,533.0,225.0,155.0
3.0,03829890713f03586ac554a6912626f0.jpg,GARBAGE,277.0,120.0,312.0,197.0
3.0,03829890713f03586ac554a6912626f0.jpg,GARBAGE,300.0,128.0,250.0,145.0
3.0,03829890713f03586ac554a6912626f0.jpg,GARBAGE,159.0,14.0,308.0,213.0
3.0,03829890713f03586ac554a6912626f0.jpg,GARBAGE,776.0,567.0,290.0,175.0
7.0,8963f06222cf749e434d0d873cd01470.jpg,BAD_BILLBOARD,1097.0,249.0,444.0,-132.0
3.0,a97decd805125da66be93c9fa9798c11.jpg,GARBAGE,103.0,46.0,265.0,220.0
8.0,a97decd805125da66be93c9fa9798c11.jpg,SAND_ON_ROAD,695.0,508.0,245.0,149.0
0.0,a97decd805125da66be93c9fa9798c11.jpg,GRAFFITI,603.0,509.0,197.0,147.0
3.0,a97decd805125da66be93c9fa9798c11.jpg,GARBAGE,507.0,406.0,230.0,168.0
3.0,0d34f3e7baddabff5c8fe76f4798805e.jpg,GARBAGE,627.0,539.0,320.0,253.0
7.0,0d34f3e7baddabff5c8fe76f4798805e.jpg,BAD_BILLBOARD,699.0,627.0,183.0,117.0
7.0,0d34f3e7baddabff5c8fe76f4798805e.jpg,BAD_BILLBOARD,642.0,566.0,191.0,134.0
,1b1f9b26b286e207e1cd783b1b5cf8f1.jpg,,,,,
9.0,90f3ac840926666bf3a560f59fb09807.jpg,CLUTTER_SIDEWALK,205.0,-68.0,405.0,210.0
2.0,90f3ac840926666bf3a560f59fb09807.jpg,POTHOLES,750.0,429.0,597.0,362.0
2.0,90f3ac840926666bf3a560f59fb09807.jpg,POTHOLES,688.0,291.0,587.0,222.0
9.0,90f3ac840926666bf3a560f59fb09807.jpg,CLUTTER_SIDEWALK,343.0,82.0,336.0,213.0
3.0,7be42a4724301c9bcf14508febd4592c.jpg,GARBAGE,253.0,182.0,373.0,328.0
9.0,7be42a4724301c9bcf14508febd4592c.jpg,CLUTTER_SIDEWALK,1026.0,745.0,386.0,316.0
9.0,7be42a4724301c9bcf14508febd4592c.jpg,CLUTTER_SIDEWALK,404.0,-119.0,400.0,311.0
3.0,7be42a4724301c9bcf14508febd4592c.jpg,GARBAGE,326.0,253.0,378.0,331.0
3.0,7be42a4724301c9bcf14508febd4592c.jpg,GARBAGE,406.0,319.0,387.0,297.0
3.0,b9620ae6e2a3c38cccbcd9a96625072a.jpg,GARBAGE,918.0,830.0,300.0,237.0
3.0,a61cc70864bd66a162346541b7b5e314.jpg,GARBAGE,483.0,431.0,197.0,161.0
3.0,a61cc70864bd66a162346541b7b5e314.jpg,GARBAGE,401.0,342.0,194.0,153.0
3.0,a61cc70864bd66a162346541b7b5e314.jpg,GARBAGE,826.0,766.0,195.0,156.0
3.0,a61cc70864bd66a162346541b7b5e314.jpg,GARBAGE,696.0,597.0,201.0,145.0
3.0,a61cc70864bd66a162346541b7b5e314.jpg,GARBAGE,372.0,305.0,197.0,152.0
3.0,a61cc70864bd66a162346541b7b5e314.jpg,GARBAGE,204.0,119.0,195.0,144.0
3.0,b4acfbaf2d7f13d91f7c34734829f8f6.jpg,GARBAGE,246.0,113.0,310.0,234.0
2.0,d3842adfda2cefd5e3cdb588fc7d52b7.jpg,POTHOLES,541.0,408.0,549.0,302.0
2.0,d3842adfda2cefd5e3cdb588fc7d52b7.jpg,POTHOLES,510.0,381.0,343.0,214.0
3.0,87e3401c0e908ac97e6597bd7209bbd1.jpg,GARBAGE,618.0,528.0,256.0,196.0
8.0,87e3401c0e908ac97e6597bd7209bbd1.jpg,SAND_ON_ROAD,739.0,598.0,211.0,104.0
3.0,87e3401c0e908ac97e6597bd7209bbd1.jpg,GARBAGE,672.0,547.0,229.0,143.0
3.0,ac01ad623452ae4f88ccf0a8d72eb75d.jpg,GARBAGE,166.0,39.0,277.0,204.0
3.0,ac01ad623452ae4f88ccf0a8d72eb75d.jpg,GARBAGE,119.0,-38.0,290.0,187.0
3.0,ac01ad623452ae4f88ccf0a8d72eb75d.jpg,GARBAGE,978.0,902.0,249.0,189.0
7.0,ac01ad623452ae4f88ccf0a8d72eb75d.jpg,BAD_BILLBOARD,231.0,47.0,93.0,-23.0
7.0,be1444e112f59e92839f950a58ef87da.jpg,BAD_BILLBOARD,725.0,623.0,202.0,138.0
7.0,be1444e112f59e92839f950a58ef87da.jpg,BAD_BILLBOARD,784.0,661.0,192.0,113.0
3.0,d74a18aa052de6f9d38fe82e6b6ecf21.jpg,GARBAGE,487.0,396.0,292.0,227.0
3.0,d74a18aa052de6f9d38fe82e6b6ecf21.jpg,GARBAGE,710.0,630.0,368.0,313.0
3.0,d74a18aa052de6f9d38fe82e6b6ecf21.jpg,GARBAGE,974.0,914.0,325.0,271.0
7.0,8486b0afefec4f81549b39b14baa7bcc.jpg,BAD_BILLBOARD,899.0,766.0,163.0,61.0
0.0,8486b0afefec4f81549b39b14baa7bcc.jpg,GRAFFITI,760.0,646.0,208.0,145.0
0.0,8486b0afefec4f81549b39b14baa7bcc.jpg,GRAFFITI,976.0,911.0,232.0,125.0
2.0,7ea5d1dc22463d5e6dc8b4abebdbe0dd.jpg,POTHOLES,662.0,516.0,469.0,288.0
2.0,189be34daa59c77315015b6fe6c1647f.jpg,POTHOLES,793.0,568.0,474.0,292.0
2.0,189be34daa59c77315015b6fe6c1647f.jpg,POTHOLES,436.0,249.0,476.0,277.0
2.0,189be34daa59c77315015b6fe6c1647f.jpg,POTHOLES,694.0,514.0,389.0,220.0
8.0,e446eadc7c6d56e29f8071fbfbc16f83.jpg,SAND_ON_ROAD,525.0,474.0,179.0,138.0
3.0,da36e444000f240fe26002188e1548f3.jpg,GARBAGE,490.0,418.0,248.0,199.0
3.0,a7f9af86a95dc0a502f4570edc234fb6.jpg,GARBAGE,95.0,40.0,243.0,203.0
3.0,a7f9af86a95dc0a502f4570edc234fb6.jpg,GARBAGE,39.0,-12.0,251.0,209.0
7.0,a7f9af86a95dc0a502f4570edc234fb6.jpg,BAD_BILLBOARD,1038.0,722.0,200.0,-62.0
3.0,a7f9af86a95dc0a502f4570edc234fb6.jpg,GARBAGE,762.0,668.0,221.0,147.0
3.0,397eb9f75bbbcfc21e80d1ffeceff45e.jpg,GARBAGE,871.0,811.0,271.0,224.0
3.0,397eb9f75bbbcfc21e80d1ffeceff45e.jpg,GARBAGE,95.0,22.0,252.0,193.0
3.0,b7ae5d3819b37745fbad29895b5e2266.jpg,GARBAGE,931.0,760.0,269.0,187.0
7.0,b7ae5d3819b37745fbad29895b5e2266.jpg,BAD_BILLBOARD,189.0,36.0,151.0,66.0
2.0,7bef9ac381b556a961e45df1df6ae1ac.jpg,POTHOLES,901.0,745.0,385.0,266.0
2.0,7bef9ac381b556a961e45df1df6ae1ac.jpg,POTHOLES,677.0,560.0,292.0,222.0
2.0,7bef9ac381b556a961e45df1df6ae1ac.jpg,POTHOLES,782.0,636.0,334.0,236.0
3.0,b3ff9da6cea496ae36d835c752186826.jpg,GARBAGE,949.0,886.0,280.0,229.0
0.0,afe660165a10f3a1bbfa9b1abe445487.jpg,GRAFFITI,796.0,629.0,275.0,182.0
0.0,afe660165a10f3a1bbfa9b1abe445487.jpg,GRAFFITI,230.0,0.0,301.0,144.0
0.0,afe660165a10f3a1bbfa9b1abe445487.jpg,GRAFFITI,917.0,763.0,282.0,175.0
,6987a585bb70c49e43eb00338ae5b22f.jpg,,,,,
3.0,ba042ff96abf1e57ca62e70cc8af673e.jpg,GARBAGE,346.0,199.0,297.0,192.0
3.0,ba042ff96abf1e57ca62e70cc8af673e.jpg,GARBAGE,593.0,430.0,301.0,190.0
3.0,ba042ff96abf1e57ca62e70cc8af673e.jpg,GARBAGE,944.0,837.0,247.0,170.0
3.0,ba042ff96abf1e57ca62e70cc8af673e.jpg,GARBAGE,244.0,18.0,305.0,177.0
3.0,ba042ff96abf1e57ca62e70cc8af673e.jpg,GARBAGE,379.0,222.0,214.0,109.0
3.0,ba042ff96abf1e57ca62e70cc8af673e.jpg,GARBAGE,683.0,565.0,224.0,138.0
3.0,ba042ff96abf1e57ca62e70cc8af673e.jpg,GARBAGE,751.0,544.0,285.0,178.0
3.0,ba042ff96abf1e57ca62e70cc8af673e.jpg,GARBAGE,508.0,298.0,303.0,168.0
3.0,6d24826f75cb435e2c58d6ea49d545fd.jpg,GARBAGE,738.0,617.0,215.0,140.0
3.0,6d24826f75cb435e2c58d6ea49d545fd.jpg,GARBAGE,908.0,777.0,180.0,97.0
2.0,6d24826f75cb435e2c58d6ea49d545fd.jpg,POTHOLES,1007.0,817.0,429.0,202.0
2.0,6d24826f75cb435e2c58d6ea49d545fd.jpg,POTHOLES,934.0,685.0,355.0,222.0
3.0,6d24826f75cb435e2c58d6ea49d545fd.jpg,GARBAGE,388.0,283.0,223.0,160.0
3.0,6d24826f75cb435e2c58d6ea49d545fd.jpg,GARBAGE,712.0,603.0,212.0,151.0
3.0,6d24826f75cb435e2c58d6ea49d545fd.jpg,GARBAGE,645.0,564.0,347.0,282.0
7.0,6d24826f75cb435e2c58d6ea49d545fd.jpg,BAD_BILLBOARD,109.0,-35.0,82.0,-5.0
4.0,ba1c47bae31082e4d053f2d6ec262fc5.jpg,CONSTRUCTION_ROAD,371.0,201.0,167.0,98.0
3.0,ba1c47bae31082e4d053f2d6ec262fc5.jpg,GARBAGE,260.0,111.0,213.0,131.0
3.0,e0d2e725b2a368126b195ba3da4d5323.jpg,GARBAGE,482.0,431.0,196.0,162.0
3.0,e0d2e725b2a368126b195ba3da4d5323.jpg,GARBAGE,400.0,343.0,194.0,155.0
3.0,e0d2e725b2a368126b195ba3da4d5323.jpg,GARBAGE,223.0,118.0,196.0,145.0
3.0,e0d2e725b2a368126b195ba3da4d5323.jpg,GARBAGE,824.0,767.0,195.0,157.0
3.0,e0d2e725b2a368126b195ba3da4d5323.jpg,GARBAGE,696.0,596.0,201.0,145.0
3.0,e0d2e725b2a368126b195ba3da4d5323.jpg,GARBAGE,372.0,305.0,196.0,152.0
9.0,87f0a7a650564b37c8ce838add9c5d9a.jpg,CLUTTER_SIDEWALK,628.0,323.0,205.0,145.0
0.0,fccd79371724e5a9aa63e2e7888dfe65.jpg,GRAFFITI,435.0,358.0,276.0,211.0
7.0,fccd79371724e5a9aa63e2e7888dfe65.jpg,BAD_BILLBOARD,786.0,711.0,209.0,170.0
4.0,d540a9a121a2c1e393a509dd267b4ec2.jpg,CONSTRUCTION_ROAD,837.0,64.0,398.0,150.0
3.0,b833ecf2db26c265a6acbec12445e1b2.jpg,GARBAGE,215.0,141.0,359.0,303.0
3.0,b833ecf2db26c265a6acbec12445e1b2.jpg,GARBAGE,593.0,434.0,289.0,184.0
3.0,b833ecf2db26c265a6acbec12445e1b2.jpg,GARBAGE,134.0,61.0,339.0,284.0
3.0,b833ecf2db26c265a6acbec12445e1b2.jpg,GARBAGE,265.0,134.0,244.0,137.0
3.0,b833ecf2db26c265a6acbec12445e1b2.jpg,GARBAGE,81.0,-26.0,343.0,256.0
3.0,b833ecf2db26c265a6acbec12445e1b2.jpg,GARBAGE,989.0,864.0,255.0,175.0
3.0,b833ecf2db26c265a6acbec12445e1b2.jpg,GARBAGE,944.0,845.0,195.0,117.0
3.0,b833ecf2db26c265a6acbec12445e1b2.jpg,GARBAGE,815.0,687.0,270.0,177.0
3.0,b833ecf2db26c265a6acbec12445e1b2.jpg,GARBAGE,896.0,792.0,211.0,124.0
3.0,b833ecf2db26c265a6acbec12445e1b2.jpg,GARBAGE,309.0,217.0,195.0,123.0
3.0,b833ecf2db26c265a6acbec12445e1b2.jpg,GARBAGE,219.0,41.0,267.0,157.0
2.0,0f621d5491939f6febd38c2be9f6c887.jpg,POTHOLES,958.0,707.0,388.0,247.0
2.0,0f621d5491939f6febd38c2be9f6c887.jpg,POTHOLES,751.0,550.0,416.0,281.0
2.0,99c6a45e6b3debd79d0e0d13848c1978.jpg,POTHOLES,739.0,308.0,555.0,362.0
,15afe8bce6c71deed2d53f56b78b90a8.jpg,,,,,
4.0,e219f28ed91a7de4edecc60ccdb9d8bb.jpg,CONSTRUCTION_ROAD,631.0,346.0,245.0,129.0
4.0,e219f28ed91a7de4edecc60ccdb9d8bb.jpg,CONSTRUCTION_ROAD,319.0,-15.0,236.0,130.0
4.0,e219f28ed91a7de4edecc60ccdb9d8bb.jpg,CONSTRUCTION_ROAD,1054.0,660.0,362.0,121.0
4.0,b2e7ad6e4ab2d5affac899d257456a23.jpg,CONSTRUCTION_ROAD,572.0,455.0,242.0,170.0
4.0,b2e7ad6e4ab2d5affac899d257456a23.jpg,CONSTRUCTION_ROAD,747.0,522.0,286.0,146.0
4.0,b2e7ad6e4ab2d5affac899d257456a23.jpg,CONSTRUCTION_ROAD,1019.0,606.0,351.0,104.0
3.0,416a54cba333e417228d360e1e4aa919.jpg,GARBAGE,375.0,303.0,391.0,339.0
3.0,416a54cba333e417228d360e1e4aa919.jpg,GARBAGE,253.0,160.0,464.0,400.0
4.0,0c36c2e1f46f11c5d5bd490ec73b4632.jpg,CONSTRUCTION_ROAD,978.0,744.0,296.0,194.0
4.0,0c36c2e1f46f11c5d5bd490ec73b4632.jpg,CONSTRUCTION_ROAD,822.0,585.0,282.0,191.0
7.0,0c36c2e1f46f11c5d5bd490ec73b4632.jpg,BAD_BILLBOARD,783.0,669.0,217.0,138.0
3.0,0b7a8579f30ce5a8e2680bd34559955f.jpg,GARBAGE,734.0,692.0,292.0,257.0
3.0,0b7a8579f30ce5a8e2680bd34559955f.jpg,GARBAGE,713.0,648.0,298.0,251.0
0.0,b970e5e5ac425d960ed20828add00039.jpg,GRAFFITI,439.0,376.0,185.0,144.0
0.0,b970e5e5ac425d960ed20828add00039.jpg,GRAFFITI,550.0,441.0,190.0,133.0
7.0,df7b0b7e7166c9c75a95f03a9ad39fd4.jpg,BAD_BILLBOARD,231.0,126.0,195.0,134.0
7.0,df7b0b7e7166c9c75a95f03a9ad39fd4.jpg,BAD_BILLBOARD,983.0,886.0,88.0,-10.0
7.0,df7b0b7e7166c9c75a95f03a9ad39fd4.jpg,BAD_BILLBOARD,191.0,-63.0,192.0,104.0
3.0,a1a8a07362a745d8646ba34ee7d00548.jpg,GARBAGE,612.0,519.0,331.0,278.0
3.0,a1a8a07362a745d8646ba34ee7d00548.jpg,GARBAGE,253.0,155.0,316.0,255.0
3.0,a1a8a07362a745d8646ba34ee7d00548.jpg,GARBAGE,624.0,547.0,305.0,251.0
3.0,b04df000ed7bbd3f2536f310a63477b7.jpg,GARBAGE,260.0,203.0,266.0,221.0
2.0,b04df000ed7bbd3f2536f310a63477b7.jpg,POTHOLES,533.0,408.0,462.0,239.0
9.0,18f3be9ba18e27eab083efdac0318a4f.jpg,CLUTTER_SIDEWALK,272.0,-90.0,306.0,184.0
3.0,b428f7dee7fa207cd15a00123b99f816.jpg,GARBAGE,803.0,706.0,295.0,239.0
2.0,0c368cabaf2d03fa161610701da7f3ae.jpg,POTHOLES,912.0,656.0,438.0,313.0
2.0,0c368cabaf2d03fa161610701da7f3ae.jpg,POTHOLES,331.0,188.0,324.0,236.0
2.0,0c368cabaf2d03fa161610701da7f3ae.jpg,POTHOLES,96.0,-32.0,451.0,308.0
3.0,0c368cabaf2d03fa161610701da7f3ae.jpg,GARBAGE,755.0,663.0,209.0,137.0
2.0,0c368cabaf2d03fa161610701da7f3ae.jpg,POTHOLES,624.0,359.0,431.0,297.0
2.0,0c368cabaf2d03fa161610701da7f3ae.jpg,POTHOLES,777.0,496.0,450.0,261.0
4.0,cd6ad05e61ee246342826bf2c735029f.jpg,CONSTRUCTION_ROAD,456.0,-148.0,403.0,109.0
3.0,cd6ad05e61ee246342826bf2c735029f.jpg,GARBAGE,572.0,448.0,384.0,317.0
4.0,cd6ad05e61ee246342826bf2c735029f.jpg,CONSTRUCTION_ROAD,1099.0,541.0,419.0,109.0
3.0,cd6ad05e61ee246342826bf2c735029f.jpg,GARBAGE,357.0,222.0,380.0,310.0
3.0,1bffd89e5ee8ec9f4c446f0e97176e31.jpg,GARBAGE,150.0,65.0,295.0,238.0
3.0,1bffd89e5ee8ec9f4c446f0e97176e31.jpg,GARBAGE,396.0,281.0,283.0,221.0
3.0,1bffd89e5ee8ec9f4c446f0e97176e31.jpg,GARBAGE,320.0,183.0,299.0,226.0
3.0,1bffd89e5ee8ec9f4c446f0e97176e31.jpg,GARBAGE,427.0,331.0,252.0,184.0
3.0,1bffd89e5ee8ec9f4c446f0e97176e31.jpg,GARBAGE,165.0,12.0,300.0,233.0
3.0,1bffd89e5ee8ec9f4c446f0e97176e31.jpg,GARBAGE,85.0,-27.0,307.0,234.0
4.0,4cdbe388736e18644fbfcd5de252a8e2.jpg,CONSTRUCTION_ROAD,825.0,530.0,278.0,152.0
4.0,4cdbe388736e18644fbfcd5de252a8e2.jpg,CONSTRUCTION_ROAD,1043.0,667.0,280.0,149.0
4.0,4cdbe388736e18644fbfcd5de252a8e2.jpg,CONSTRUCTION_ROAD,399.0,-47.0,295.0,150.0
4.0,4cdbe388736e18644fbfcd5de252a8e2.jpg,CONSTRUCTION_ROAD,676.0,243.0,289.0,149.0
3.0,861cd87e99196d79f7db55fc6d70323f.jpg,GARBAGE,556.0,499.0,193.0,148.0
3.0,861cd87e99196d79f7db55fc6d70323f.jpg,GARBAGE,706.0,633.0,204.0,147.0
3.0,861cd87e99196d79f7db55fc6d70323f.jpg,GARBAGE,610.0,529.0,199.0,145.0
3.0,861cd87e99196d79f7db55fc6d70323f.jpg,GARBAGE,76.0,-25.0,275.0,151.0
3.0,861cd87e99196d79f7db55fc6d70323f.jpg,GARBAGE,409.0,338.0,206.0,159.0
3.0,861cd87e99196d79f7db55fc6d70323f.jpg,GARBAGE,850.0,753.0,213.0,146.0
3.0,861cd87e99196d79f7db55fc6d70323f.jpg,GARBAGE,201.0,69.0,246.0,150.0
3.0,861cd87e99196d79f7db55fc6d70323f.jpg,GARBAGE,356.0,247.0,225.0,155.0
3.0,861cd87e99196d79f7db55fc6d70323f.jpg,GARBAGE,752.0,643.0,323.0,249.0
3.0,861cd87e99196d79f7db55fc6d70323f.jpg,GARBAGE,277.0,137.0,234.0,139.0
3.0,75275313b6a1e4076d104382a69954a6.jpg,GARBAGE,109.0,-10.0,370.0,297.0
3.0,75275313b6a1e4076d104382a69954a6.jpg,GARBAGE,867.0,724.0,378.0,290.0
3.0,75275313b6a1e4076d104382a69954a6.jpg,GARBAGE,752.0,606.0,375.0,303.0
3.0,75275313b6a1e4076d104382a69954a6.jpg,GARBAGE,356.0,249.0,555.0,492.0
3.0,75275313b6a1e4076d104382a69954a6.jpg,GARBAGE,644.0,519.0,375.0,298.0
3.0,75275313b6a1e4076d104382a69954a6.jpg,GARBAGE,1003.0,823.0,385.0,281.0
3.0,75275313b6a1e4076d104382a69954a6.jpg,GARBAGE,444.0,265.0,327.0,235.0
3.0,75275313b6a1e4076d104382a69954a6.jpg,GARBAGE,539.0,432.0,315.0,234.0
3.0,aae5b735308736e43f7fa3f8f2145671.jpg,GARBAGE,432.0,355.0,359.0,309.0
9.0,aae5b735308736e43f7fa3f8f2145671.jpg,CLUTTER_SIDEWALK,500.0,135.0,378.0,286.0
3.0,aae5b735308736e43f7fa3f8f2145671.jpg,GARBAGE,938.0,859.0,367.0,314.0
9.0,aae5b735308736e43f7fa3f8f2145671.jpg,CLUTTER_SIDEWALK,954.0,350.0,392.0,287.0
3.0,aae5b735308736e43f7fa3f8f2145671.jpg,GARBAGE,482.0,419.0,358.0,310.0
3.0,4b0e6b27f68acecf83c2fcad63dc2e70.jpg,GARBAGE,352.0,203.0,546.0,398.0
3.0,af0b9a1c48d87cb83dddcbf19b627686.jpg,GARBAGE,70.0,19.0,288.0,249.0
3.0,af0b9a1c48d87cb83dddcbf19b627686.jpg,GARBAGE,372.0,287.0,394.0,321.0
9.0,af0b9a1c48d87cb83dddcbf19b627686.jpg,CLUTTER_SIDEWALK,408.0,-118.0,432.0,293.0
3.0,af0b9a1c48d87cb83dddcbf19b627686.jpg,GARBAGE,899.0,800.0,384.0,319.0
,e417727e8dfd3d0b0e049833ad3ee669.jpg,,,,,
7.0,a79fe66b41cbb7ea6156d792c166fe64.jpg,BAD_BILLBOARD,904.0,841.0,156.0,104.0
7.0,a79fe66b41cbb7ea6156d792c166fe64.jpg,BAD_BILLBOARD,986.0,876.0,160.0,90.0
0.0,1f40c74ea64f15614324a366563d9bd7.jpg,GRAFFITI,935.0,870.0,224.0,168.0
0.0,1f40c74ea64f15614324a366563d9bd7.jpg,GRAFFITI,906.0,831.0,225.0,166.0
3.0,b3d749d99ccfeaf2a34e75eee82f654c.jpg,GARBAGE,586.0,514.0,419.0,365.0
2.0,b3d749d99ccfeaf2a34e75eee82f654c.jpg,POTHOLES,225.0,-75.0,441.0,272.0
2.0,b3d749d99ccfeaf2a34e75eee82f654c.jpg,POTHOLES,1050.0,689.0,467.0,255.0
3.0,b3d749d99ccfeaf2a34e75eee82f654c.jpg,GARBAGE,496.0,399.0,372.0,300.0
3.0,b3d749d99ccfeaf2a34e75eee82f654c.jpg,GARBAGE,357.0,260.0,266.0,196.0
3.0,b3d749d99ccfeaf2a34e75eee82f654c.jpg,GARBAGE,687.0,562.0,412.0,333.0
3.0,584e790ea7d2df3416b616ed86eaddeb.jpg,GARBAGE,526.0,457.0,285.0,229.0
3.0,95dbb483b22fa01be09ccd7d3645325e.jpg,GARBAGE,765.0,677.0,328.0,255.0
3.0,95dbb483b22fa01be09ccd7d3645325e.jpg,GARBAGE,632.0,543.0,360.0,302.0
3.0,95dbb483b22fa01be09ccd7d3645325e.jpg,GARBAGE,585.0,532.0,270.0,230.0
3.0,95dbb483b22fa01be09ccd7d3645325e.jpg,GARBAGE,810.0,695.0,397.0,304.0
3.0,5559585851aaab60ab359b9649786b33.jpg,GARBAGE,344.0,291.0,247.0,210.0
3.0,5559585851aaab60ab359b9649786b33.jpg,GARBAGE,793.0,706.0,223.0,166.0
3.0,5559585851aaab60ab359b9649786b33.jpg,GARBAGE,116.0,0.0,296.0,226.0
9.0,5dacec3a72115721ce87e2658e7044a4.jpg,CLUTTER_SIDEWALK,1058.0,664.0,392.0,294.0
9.0,5dacec3a72115721ce87e2658e7044a4.jpg,CLUTTER_SIDEWALK,319.0,-103.0,390.0,295.0
4.0,3b18edc84a69785a65a87f9cf4683d76.jpg,CONSTRUCTION_ROAD,225.0,-75.0,419.0,-23.0
4.0,3b18edc84a69785a65a87f9cf4683d76.jpg,CONSTRUCTION_ROAD,368.0,-2.0,346.0,41.0
4.0,3b18edc84a69785a65a87f9cf4683d76.jpg,CONSTRUCTION_ROAD,464.0,361.0,235.0,170.0
3.0,3b18edc84a69785a65a87f9cf4683d76.jpg,GARBAGE,918.0,853.0,266.0,223.0
4.0,3b18edc84a69785a65a87f9cf4683d76.jpg,CONSTRUCTION_ROAD,432.0,206.0,281.0,119.0
7.0,a573922b5df31077c4af58334d7965d9.jpg,BAD_BILLBOARD,868.0,685.0,165.0,88.0
9.0,2aa514c61b056d5ad10d999a0cde110c.jpg,CLUTTER_SIDEWALK,451.0,-148.0,512.0,133.0
,1b6df6e41da8d8c62d9e353bffe73cd7.jpg,,,,,
2.0,c9e9432901fbdcd3c78a74b542ea82d8.jpg,POTHOLES,293.0,159.0,351.0,258.0
2.0,c9e9432901fbdcd3c78a74b542ea82d8.jpg,POTHOLES,139.0,-46.0,502.0,299.0
0.0,8fe5701cb854dce9558bac81990f2681.jpg,GRAFFITI,417.0,304.0,206.0,132.0
4.0,8fe5701cb854dce9558bac81990f2681.jpg,CONSTRUCTION_ROAD,179.0,-59.0,381.0,133.0
0.0,8fe5701cb854dce9558bac81990f2681.jpg,GRAFFITI,272.0,144.0,210.0,130.0
2.0,ae6e5e43aff48be9afcabefb18d33144.jpg,POTHOLES,511.0,401.0,345.0,245.0
3.0,bd698f3f0f4b3944d47cdca298f7d46b.jpg,GARBAGE,879.0,806.0,403.0,345.0
2.0,c1ebecf337686e74c070ef7473d9df50.jpg,POTHOLES,480.0,221.0,277.0,125.0
4.0,c1ebecf337686e74c070ef7473d9df50.jpg,CONSTRUCTION_ROAD,306.0,-100.0,379.0,55.0
7.0,81c9691d7881ff003360602285931f7c.jpg,BAD_BILLBOARD,649.0,589.0,150.0,103.0
2.0,deab9f5181a1a511df4346f1c0dacb0c.jpg,POTHOLES,745.0,453.0,438.0,319.0
,63607cc6a95739edbf941f86f02e87bf.jpg,,,,,
0.0,38817525e59ecac38365bee942e3e08c.jpg,GRAFFITI,844.0,517.0,269.0,97.0
3.0,38817525e59ecac38365bee942e3e08c.jpg,GARBAGE,492.0,385.0,422.0,340.0
0.0,38817525e59ecac38365bee942e3e08c.jpg,GRAFFITI,1014.0,795.0,279.0,116.0
4.0,cbabdf39160d2b7e8404881e3333374d.jpg,CONSTRUCTION_ROAD,833.0,708.0,287.0,224.0
3.0,cbabdf39160d2b7e8404881e3333374d.jpg,GARBAGE,372.0,294.0,322.0,264.0
2.0,cbabdf39160d2b7e8404881e3333374d.jpg,POTHOLES,307.0,-4.0,597.0,280.0
0.0,6a19e0c044e1738ef32442b80f226255.jpg,GRAFFITI,417.0,322.0,174.0,122.0
0.0,6a19e0c044e1738ef32442b80f226255.jpg,GRAFFITI,455.0,375.0,183.0,126.0
3.0,b5ef7a68d66fcafe546de80372b0dc8f.jpg,GARBAGE,841.0,775.0,332.0,291.0
3.0,b5ef7a68d66fcafe546de80372b0dc8f.jpg,GARBAGE,640.0,547.0,252.0,188.0
